Engine Size,Age of Vehicle,Speed,Road Type,Traffic Conditions,Temperature,Wind Speed,NOx Emissions
5.804725934,18,115.8671062,Highway,Moderate,24.77962354,18.58009891,0.598975321
2.109267938,22,11.544689,Rural,Free flow,4.077908052,14.81106006,0.926610932
3.413930921,2,93.02535807,City,Free flow,34.96187009,17.40256287,0.641213759
2.248961614,0,71.23376453,Highway,Free flow,38.29868681,1.158793704,1.057935914
2.045721831,9,54.25929027,Highway,Free flow,-4.954583118,0.089762296,0.301556391
3.345154353,24,19.4146302,Rural,Moderate,6.933725715,1.107291059,1.011647427
2.035715229,13,12.73361521,City,Heavy,19.46267491,3.698495643,1.571968953
5.143572977,19,69.38455268,Rural,Moderate,21.99772942,9.20613504,0.287757083
4.323334682,7,117.4305307,Highway,Heavy,1.512726544,13.86700428,1.722255116
0.88625671,6,93.45881392,City,Free flow,19.83046825,5.979325174,1.727778638
1.706705431,8,107.4165631,Rural,Heavy,5.514041473,3.895400939,1.549143378
5.670995941,19,73.00595438,Highway,Moderate,14.92912782,11.25839133,1.362250243
5.608406815,16,56.24280807,Highway,Free flow,-9.085230339,17.29338643,1.376874112
5.049555441,17,102.8539131,Highway,Heavy,17.79858294,19.94858129,1.164577708
3.68704422,19,103.5335894,Highway,Free flow,-3.133857873,15.95343619,0.648929508
5.482173897,22,9.772904079,Rural,Moderate,-6.610882964,1.357064754,0.814989209
4.092127578,24,45.33709205,Highway,Moderate,-8.470443608,17.8616065,1.741504931
1.237527818,8,51.52112848,Rural,Free flow,-1.113926308,18.03965752,1.415144524
1.640469313,2,10.96340848,Highway,Free flow,36.33781489,11.90230973,0.235735944
0.847824668,0,79.84670846,Highway,Free flow,-7.800198496,18.79905721,0.307733387
1.327652023,13,63.75725243,Highway,Heavy,16.13508521,5.630218708,1.985218016
4.190198549,14,88.42816466,Highway,Free flow,21.26774241,16.09125668,0.327747795
5.215961735,17,66.32348265,Highway,Moderate,38.73417915,6.538052903,0.405870154
4.933018778,21,112.8902943,Highway,Moderate,14.42598503,2.462767708,1.799818698
3.7999002,10,103.3343002,City,Heavy,-3.064658315,15.56258061,0.420321984
5.690384639,5,47.97330572,Rural,Free flow,-5.473312082,8.284649992,1.382807718
2.447994427,24,46.39586307,Highway,Heavy,38.70321955,7.617683949,1.379284301
3.695366565,23,63.36328209,Rural,Heavy,9.067610941,6.185296833,0.230701469
4.419354943,13,43.05574286,Rural,Free flow,-8.151935798,16.9830532,1.70855488
1.305317768,23,69.37102065,Highway,Heavy,2.223592209,0.91855958,0.474433438
2.32667759,28,67.58799705,Rural,Heavy,27.71281197,12.16679786,1.78377972
5.012589652,13,51.58223739,Rural,Free flow,33.01311833,4.032323087,0.297199432
5.308776057,27,73.2219613,Highway,Moderate,12.88736993,9.108761844,1.591101165
3.458980474,26,54.90805483,Rural,Free flow,22.16920543,19.9692972,1.752941963
4.17981244,19,19.26647312,Rural,Heavy,0.620765042,14.86495706,0.180600101
5.428027777,17,6.047735309,Rural,Free flow,38.73430369,8.498491641,0.317775725
3.6217521,23,30.23104444,City,Free flow,-8.488774397,17.37826895,1.519973349
3.872332955,27,8.347342018,Highway,Free flow,7.892827199,6.607447692,0.584753761
2.672991335,21,48.27735854,Rural,Moderate,28.4333028,14.28183862,0.366728021
4.575674935,11,87.30415878,Rural,Moderate,-3.492933475,8.008709654,1.810531971
5.874430813,18,66.14260314,City,Moderate,14.66076774,8.506208845,0.44830083
3.484761811,15,57.28338324,Highway,Free flow,12.05434862,5.224539222,1.533518466
2.208327707,23,116.7202548,Highway,Heavy,5.941903742,3.935424409,0.6665723
2.10126307,18,80.41289392,Rural,Moderate,12.75832931,19.42752444,1.276693539
4.233026359,12,34.83079685,Rural,Moderate,9.489645924,2.198734535,0.669501671
1.039213739,5,106.7545483,Rural,Heavy,37.0528455,17.3042022,0.301048626
5.248395037,1,7.189461106,City,Moderate,4.550825926,18.68732646,1.357805851
3.356402551,9,23.50478496,City,Moderate,13.96250781,2.466624299,0.682007852
2.872224619,21,80.15671316,Rural,Heavy,-6.989776903,13.01703911,0.684545372
0.937858815,20,21.51627177,Rural,Free flow,-6.524252897,18.04410732,1.00733478
3.846033023,15,81.00061063,Highway,Heavy,-5.813938318,5.282500841,0.32448416
5.689197255,0,69.18420009,City,Free flow,3.680388033,11.55368882,1.478274042
3.182915031,19,18.89416004,Highway,Moderate,27.52150884,3.557428599,1.071363333
3.637207304,15,22.38080193,City,Moderate,18.05024268,4.786332354,0.868138051
5.798190932,19,30.05842099,City,Heavy,14.50168148,18.50405488,0.231633391
1.324045607,26,87.51848974,Highway,Moderate,12.8183867,8.179664396,1.960443037
0.894753493,18,99.80653506,Rural,Moderate,10.9401493,10.96226258,1.639086791
1.170180972,17,4.82890301,Highway,Free flow,32.18874239,8.927278158,0.66831855
1.414457104,18,45.59301701,Rural,Moderate,2.751440171,15.27947589,1.546969041
4.42303326,9,5.380852421,Highway,Moderate,29.4943026,13.61142461,0.280741283
4.978100838,8,69.41366916,City,Free flow,-8.190897123,0.409547643,1.115681245
2.266579777,7,27.60345959,Rural,Moderate,-3.814767789,16.22703197,0.353905143
1.722685628,10,1.845074885,City,Heavy,22.74495691,10.2344941,0.396496176
4.837347396,20,90.47238531,Rural,Moderate,5.427354858,14.80381512,0.765317577
5.493275115,1,79.59910295,City,Moderate,1.090967174,12.31826133,0.959277183
0.856355788,5,17.58438609,Highway,Moderate,18.52554162,9.892757199,1.812096812
3.781877018,17,96.36553519,Highway,Moderate,23.45714638,8.50879012,1.452360497
4.085553503,14,113.454066,Rural,Free flow,23.20911597,4.190166372,1.437283906
2.509055636,2,49.21655829,Rural,Free flow,-8.206135181,5.616034546,0.568857848
3.370985584,21,95.27127303,City,Moderate,28.24352096,11.71216041,0.824034101
3.095958607,1,67.68285523,Rural,Free flow,20.45117615,19.11179322,1.977533725
4.014733929,0,94.4244323,City,Heavy,11.68281754,8.3040256,1.015126809
1.237355392,19,29.28960126,Rural,Free flow,-4.428055056,9.348873815,0.544725937
4.445039484,19,22.73939626,City,Moderate,20.10459863,11.00974761,1.235176639
5.073672308,4,87.01672831,Highway,Heavy,-3.107967635,0.313013045,0.924243441
1.241156113,14,53.70557777,Rural,Moderate,-8.803026671,5.58699965,1.070414991
2.746208138,2,63.82285312,Rural,Heavy,34.15389805,14.90637066,1.64464039
2.727339165,5,33.7822911,City,Moderate,-9.398135875,5.02815596,0.97827436
5.513042802,26,21.94490977,Highway,Free flow,8.800392056,11.99463829,1.444630718
1.378226908,6,96.40530857,Rural,Free flow,14.83438855,3.643321685,0.836056741
3.237035338,28,12.03563603,Rural,Free flow,36.7958902,7.48446683,0.462528679
3.833517579,24,66.63738687,Highway,Heavy,30.69040942,15.86662777,0.626953737
2.285702849,9,47.41209036,City,Free flow,-0.744836362,9.237401329,0.684223882
1.96269836,26,80.86672787,Rural,Moderate,15.21853311,12.39251572,1.303058749
5.843369899,1,41.03162611,Highway,Free flow,13.61609039,2.633888118,0.293397936
3.544045767,0,84.07460762,City,Moderate,35.17153262,12.90688489,0.6392221
5.96341694,23,70.02962235,Highway,Heavy,34.26704754,17.11168791,1.017918171
1.036321178,21,97.69164084,Highway,Moderate,6.958564954,12.7218249,1.126872254
2.261008586,13,60.61349053,Rural,Free flow,15.45071457,10.71616933,0.223213095
5.742139717,10,47.89223272,City,Moderate,24.30047474,14.97835041,1.606979498
1.778230031,12,103.1358934,City,Free flow,-8.617412207,16.29805103,1.229306511
3.211231706,6,112.6545917,Highway,Heavy,-2.323834784,6.679824103,1.889187414
5.928295871,10,71.68894704,Rural,Free flow,16.3225558,14.63040741,1.133838997
3.587701105,19,4.095588489,Rural,Moderate,-2.179618702,17.98862972,0.538372499
5.536821359,25,116.2969944,Highway,Heavy,21.46704215,16.2635064,0.408134573
5.738959549,11,83.10210111,Highway,Heavy,-0.067739732,18.40522678,0.605627363
1.035137085,18,15.07691725,Highway,Free flow,27.64187938,8.95971258,0.60477612
1.582167834,26,43.92006573,Highway,Heavy,31.55195059,16.10105575,0.212220383
3.88947972,27,78.31555633,Rural,Heavy,27.24950263,10.54506687,0.744194384
5.843554869,26,28.60628306,Rural,Moderate,-9.149238316,16.39269991,1.725233959
2.221716774,0,100.7740843,City,Heavy,23.58481424,15.33855361,0.216180759
5.296556357,27,96.75947698,Highway,Heavy,19.8159117,17.91067455,0.863074677
5.982511553,25,110.7498892,Rural,Heavy,37.66229038,10.46240588,1.112325643
3.688244869,14,113.6442945,Highway,Moderate,-4.591840985,4.255153173,0.928159367
4.798734559,22,81.98374208,Rural,Moderate,10.33128344,12.33889919,0.135814669
5.712781795,16,25.36399726,Highway,Free flow,34.14603861,14.49827961,0.5989205
5.218166432,25,4.767498404,City,Moderate,9.315700873,0.233794357,1.372762201
3.952108099,24,55.80529843,City,Free flow,12.78487131,4.572253702,1.667621649
4.292843559,4,2.896893255,City,Moderate,21.38476236,15.72300135,0.794775926
4.01426685,5,29.98379313,Highway,Heavy,17.78511578,8.035127697,1.432391102
4.292180617,29,20.58254257,Highway,Heavy,2.743593065,10.11391333,1.822888745
4.816055637,21,43.72856474,City,Heavy,8.514119751,3.252785219,1.58315361
5.231343802,10,11.75629085,Highway,Free flow,24.14040389,11.37286418,1.393938277
5.358598734,12,95.44598089,City,Moderate,34.20524044,12.16826772,1.69607822
2.898110904,11,48.26045125,City,Moderate,13.03313075,14.50047881,0.262901519
1.496879188,21,79.84195587,Highway,Heavy,-3.647338835,12.71986809,0.784288987
0.949669917,1,112.1166322,City,Moderate,0.648279405,14.27268425,1.973322418
0.875632261,27,59.32760433,Rural,Moderate,-4.908675953,19.88260404,1.068867647
2.839669035,5,50.93956494,Rural,Heavy,4.646523778,16.17754586,0.760766363
5.501625211,14,57.56006194,Rural,Moderate,12.8322369,16.37505642,0.295930423
5.284291285,25,24.31388408,Highway,Moderate,12.28249007,11.13357039,1.706465845
2.142870819,17,7.973500667,Rural,Free flow,39.77863494,3.441505394,0.578519322
1.745776439,20,107.613374,Rural,Heavy,25.76524006,7.334700482,0.926741202
1.678462328,20,74.07525917,Highway,Heavy,11.7251691,5.717472056,1.682983943
2.248669763,0,108.0028317,City,Heavy,11.41464104,16.38929952,1.190917994
1.261253176,12,23.26516793,Highway,Moderate,35.81488736,19.78712449,0.793046475
3.417769808,13,15.35497969,City,Free flow,19.54293032,2.217145591,1.023844044
1.117605391,25,61.82243506,Rural,Heavy,20.08465052,17.75075036,0.362674492
4.014924812,27,70.23050715,Rural,Free flow,-2.751102729,16.18100754,1.296704534
2.200064801,11,1.236407814,Rural,Moderate,10.41151066,18.64179825,0.409301144
2.761877648,19,49.51436101,Rural,Free flow,39.89242598,8.350823677,1.426906892
0.904370228,22,111.2097326,Rural,Moderate,28.75673496,19.03490585,1.817023235
2.474811661,29,46.13018481,Highway,Moderate,33.8703978,0.987999732,0.862787009
5.43074186,29,22.21820248,Rural,Moderate,30.37880471,4.956707187,1.048626275
4.903690441,24,104.7141564,Highway,Moderate,38.36626284,5.81590218,1.921720679
1.251985498,3,19.30840297,Rural,Free flow,1.133333389,1.465524016,1.626668067
3.592954017,16,33.03481629,Highway,Free flow,15.85565535,10.72428046,0.965122256
3.851573814,1,71.38390211,Rural,Heavy,39.47666118,9.002818267,1.342014698
4.676285266,15,43.31937106,City,Free flow,4.646342984,5.788460366,1.941809152
3.04462964,23,101.2849096,Rural,Free flow,20.87996619,19.40864717,0.973155889
2.688027941,7,74.9469003,City,Free flow,19.42295614,10.43408496,0.602955032
4.158769655,13,13.56151504,Highway,Heavy,5.725350298,3.872233698,1.819903386
3.768047184,1,30.60428036,City,Free flow,32.71048045,12.98254474,0.255683365
3.950029061,0,73.96746297,City,Heavy,-0.01588027,1.695420545,1.772492582
1.770148525,24,14.46828203,Rural,Heavy,15.8250403,16.86595115,0.182051665
5.841246253,5,103.6663239,City,Moderate,36.61196382,19.4199354,0.569406356
5.048774769,6,52.7717034,Highway,Moderate,5.287412892,17.17871649,0.939565206
2.141094701,29,61.319022,City,Heavy,3.965804771,7.164455185,0.48859007
1.688615454,29,72.84386859,City,Heavy,32.9863673,0.85183939,1.556437816
2.255891287,7,92.82530217,Highway,Moderate,23.80895472,13.41633947,1.082787122
2.483132029,13,119.9340628,Rural,Free flow,5.654503636,10.55552703,0.432144537
2.060530609,24,23.41269668,City,Heavy,13.97977449,15.39752286,1.573367785
3.569465049,20,71.21534669,Rural,Heavy,29.0947749,4.301934733,1.190013847
5.947793208,14,80.1237314,City,Free flow,30.0886233,18.37650076,0.33717621
5.011347118,2,97.22981333,Highway,Heavy,27.36421274,13.65926921,1.205417575
2.941572754,28,79.45984256,City,Heavy,0.800496685,1.857587369,1.238806771
5.63355155,25,87.66002015,Highway,Free flow,12.36066211,10.49592069,1.8483947
5.679370375,2,14.55032546,City,Free flow,2.812557959,15.86981421,1.813347879
4.653827376,21,46.13197169,City,Moderate,19.63123677,15.96940219,1.874114439
5.035788545,20,57.30607865,Highway,Moderate,22.13576774,17.29400374,1.522120875
2.665918517,27,4.941275876,City,Moderate,-6.191111572,1.941582874,0.622820648
2.840714559,22,102.1231916,City,Free flow,4.314820653,0.289843782,0.191268874
5.046317085,4,115.1086302,Highway,Free flow,20.04189174,3.208116719,0.533482501
3.083501525,6,21.31634719,Rural,Heavy,11.415349,3.854548698,0.780829026
2.760111033,8,63.75657624,City,Moderate,5.33327938,5.394481205,1.721423262
2.796234351,1,62.53152828,Rural,Moderate,-6.388598932,8.811275443,0.708627589
5.513654977,18,78.59768328,Highway,Heavy,34.64523221,18.03733541,0.472429343
1.407869812,24,28.89591719,Rural,Moderate,-0.783341064,1.21722164,0.548452795
1.524214778,23,73.18525528,Highway,Heavy,17.82976064,11.3759062,1.621061392
4.928930984,23,4.900853154,City,Moderate,4.672498514,13.45235326,1.572038096
4.024378331,0,91.53946397,City,Free flow,-5.996914114,0.745201862,0.36049297
1.588709375,23,36.4742288,City,Moderate,10.2634504,1.35715579,1.425377541
5.070537984,21,27.96838004,Rural,Moderate,12.49412615,3.981429331,1.251250293
1.375285032,10,41.29962321,Rural,Free flow,28.67467734,16.8607678,1.361623086
5.201551917,17,33.66054101,Rural,Heavy,31.30699934,16.98364786,0.756441529
4.945935902,8,104.471476,Highway,Heavy,-0.504624662,12.17133493,1.56670893
1.579570622,14,21.91184994,Highway,Free flow,-3.800086958,7.145198559,1.501010793
1.992107255,6,82.36948125,City,Moderate,36.51480507,14.82781257,1.640774481
4.133967691,12,35.87029911,City,Heavy,-3.483799611,17.35420743,0.463181513
1.744308127,3,83.79230783,Highway,Heavy,10.57293685,4.704072269,1.502298768
3.202430179,27,64.58873379,City,Moderate,7.968330044,5.872338468,0.111853684
1.597427296,22,71.60447678,Highway,Free flow,-7.341394613,10.35139731,1.483078642
3.43062113,3,23.95567784,Rural,Heavy,39.539063,8.167112187,0.919804679
3.738692555,5,44.08723911,Rural,Free flow,21.46134394,2.211789868,1.131379192
4.629510025,5,106.7682723,Highway,Free flow,-7.108887539,2.240164727,1.470667327
5.921174235,6,112.1545008,City,Heavy,37.02992595,5.45595178,0.381831178
5.58837779,4,74.77124824,Highway,Free flow,26.42847979,16.45479898,0.261169743
4.974837933,13,70.97758633,City,Heavy,4.677643877,13.09669781,0.992306365
3.151533293,6,42.4341635,City,Heavy,20.96693155,5.248251097,1.087980731
3.152685484,10,65.17366641,Rural,Heavy,24.19853931,11.27217557,0.72515501
1.532456506,3,36.21975574,Rural,Moderate,28.43992011,2.535287212,1.72849231
2.684448275,5,119.1045684,Highway,Free flow,35.44644274,1.858569496,1.398177911
0.868091174,1,64.94767905,Highway,Moderate,-5.71065098,16.40241831,1.356880875
3.411414054,23,107.1298805,Rural,Heavy,27.93941711,8.293655566,0.92914899
1.148797682,8,29.05736397,Rural,Free flow,6.291348719,14.28603838,0.694629406
1.791576147,11,102.9427183,City,Heavy,6.323020255,18.18170236,0.530861887
3.737173893,12,33.75111486,Rural,Free flow,-7.590956392,11.19182652,1.973453542
3.157101941,9,62.2514335,Rural,Free flow,38.21211033,1.241118757,0.238936039
2.883967917,1,29.24839944,Highway,Free flow,38.73341537,8.809492757,0.763759921
5.281285229,28,76.12767114,City,Free flow,23.73837864,12.94388386,1.851405156
0.940899161,7,118.3084593,Rural,Heavy,2.635024565,4.777700949,0.469782683
1.341364626,22,6.928353558,Rural,Free flow,2.096347799,10.61652442,0.631267288
4.959563644,23,44.5856394,Highway,Moderate,14.64152368,2.458395734,1.461789294
1.728432243,14,117.7547592,Rural,Moderate,31.49745461,7.947167162,0.512383963
1.317095242,6,0.728474738,City,Heavy,-7.959901893,15.43792727,0.814098168
1.865918336,13,27.5806795,Rural,Free flow,12.85663225,5.723045566,1.905096968
1.24464436,29,86.38795637,Highway,Moderate,19.85440196,17.41537036,1.41118287
0.93796746,21,17.32374706,City,Heavy,28.26650364,6.279318429,0.30771305
1.743464262,26,71.39279268,Highway,Moderate,36.66420708,17.76839083,1.722739533
2.33122195,28,30.4784939,Rural,Free flow,8.235231611,15.13634497,1.018240962
5.731957196,22,58.53635866,Rural,Heavy,3.941627557,0.10870305,0.147054824
3.334642231,16,15.26918073,Highway,Moderate,25.32718157,14.71764096,1.866922364
2.141015964,12,118.1227186,Rural,Moderate,-6.314769108,2.258815298,1.599963582
5.554353794,15,67.04555431,City,Heavy,18.40242566,6.669346449,0.966271032
3.681725613,26,31.98118047,City,Heavy,18.62940253,11.72229998,1.93302759
0.857178309,12,86.99787111,City,Free flow,12.93705486,6.126458703,1.030161512
5.344228403,22,8.829556579,City,Heavy,23.41064036,3.268850307,0.719403773
1.711930649,3,116.5094484,Highway,Free flow,6.278628303,13.97432415,1.031948801
3.498372067,8,111.2246643,City,Free flow,17.57876889,18.70901329,0.696822422
4.637774805,27,6.747291614,Highway,Moderate,37.72097607,10.3253038,0.718765515
3.936390969,23,24.09579172,Rural,Heavy,8.617084253,11.82511825,1.144137218
2.649498126,22,80.10335631,Rural,Heavy,5.614273426,9.485882315,1.2738557
3.275462091,22,10.56063004,Highway,Free flow,4.194657052,6.473727251,1.330155018
4.25109006,24,75.33749149,Highway,Moderate,-4.896442319,16.30220855,0.69103904
3.381104485,0,36.4876245,Rural,Moderate,7.206731217,6.779071551,0.206110756
1.190716465,5,106.4838619,Highway,Moderate,1.978912368,5.131540402,0.379738456
4.586581532,27,15.05584669,Highway,Heavy,-4.90709179,2.705477111,0.595506282
3.376554844,12,7.831408448,Highway,Heavy,7.238195491,7.44866221,0.979782876
5.059332052,14,68.9405193,Highway,Heavy,28.36295263,14.85078417,0.390146649
4.412421648,26,79.55391281,Highway,Moderate,1.409798756,9.501275478,0.795979634
3.869199468,3,40.16921603,Rural,Moderate,-0.138280666,19.72754379,0.331733445
4.994117969,29,39.29844106,Rural,Heavy,-0.329083098,7.771633062,1.967328489
3.345009811,5,11.08450071,Highway,Moderate,6.496620294,9.341606493,1.410788483
1.950289097,7,7.290447551,Rural,Moderate,30.83692095,6.650260512,0.271557025
5.709108566,17,115.9339587,Rural,Free flow,32.03807689,2.450057329,1.31889683
0.976519089,16,108.5871241,City,Heavy,28.68333867,15.55108385,0.340785669
2.346214838,18,80.51169515,Rural,Moderate,38.17965028,19.66315938,1.195306748
3.265913927,4,106.4755213,Rural,Free flow,5.48817642,12.57112285,0.235047331
5.282621785,27,63.41784012,City,Moderate,5.489475684,17.93872369,1.302731588
1.200156648,8,50.23606273,City,Heavy,29.55860167,12.54917875,0.407832832
4.568787212,2,12.41499404,City,Heavy,-2.533227186,4.005751725,1.848762532
2.011389269,19,54.10490777,Highway,Moderate,28.53154917,6.101189832,1.133366054
0.910600936,22,115.1683469,City,Free flow,31.2613579,15.94733906,0.629516447
4.953672826,3,8.651888298,Highway,Heavy,37.85313161,8.175523717,1.104657529
5.989257375,11,18.73259972,City,Free flow,20.05796817,7.015054566,1.383877094
5.91723404,17,56.63726435,Rural,Moderate,0.645042051,9.522333054,0.432709656
4.795021752,19,33.32845783,Highway,Free flow,12.66631842,9.611619565,0.283831915
4.635427968,25,112.6669199,Rural,Heavy,0.540002482,4.44657717,1.362385186
2.340802226,8,51.54545385,City,Free flow,10.82844976,11.37365369,1.549417045
2.014760305,19,89.00368517,Rural,Free flow,-9.197143088,15.20924077,1.323154373
0.892944461,14,67.48174667,Rural,Heavy,34.81359502,5.4271384,0.762234865
1.934920217,25,61.92210521,Highway,Moderate,-4.605273925,15.41885752,1.582260869
5.739798157,13,28.5726753,Rural,Free flow,20.28013624,3.240670148,1.497686283
5.371415199,7,96.98019731,Rural,Heavy,6.051328492,12.33529209,0.260885863
1.66857652,13,42.18199499,City,Moderate,14.04647348,7.448744349,1.493151223
3.960231333,11,90.55276388,Rural,Moderate,29.37039629,9.729452801,1.542197622
1.999483021,5,90.6930887,Highway,Moderate,26.01672047,5.56528959,1.897543451
5.973520678,12,24.97022286,Rural,Moderate,-4.034138314,9.814230435,0.833837333
1.704255296,4,59.80805108,Highway,Moderate,-0.366089551,12.09889246,0.56240702
2.860458498,9,108.4209726,Highway,Free flow,28.56908634,1.329467281,1.468179297
4.742840074,11,74.09202246,City,Moderate,34.47646175,0.996620623,1.649481273
3.592266999,14,75.97427463,Highway,Free flow,11.38569309,15.32567054,1.06396518
3.883287661,6,114.1676348,Highway,Moderate,12.75611744,9.008520085,1.028219117
5.28306361,24,75.30437879,Highway,Moderate,33.84894921,17.23415019,1.095397923
5.009483589,8,6.32425135,Highway,Heavy,36.06473507,2.347594001,1.062433866
3.664458327,12,0.53753723,City,Heavy,24.02512214,0.926558511,1.091424445
2.923956708,21,60.47503652,City,Moderate,31.78923776,13.64172761,0.848165337
4.352945571,3,106.099701,Highway,Free flow,12.78978818,8.58223786,1.291885343
4.22394954,28,43.29415699,Highway,Heavy,15.53023312,19.19460076,1.868864943
5.223024991,13,105.298085,Rural,Moderate,20.31068449,12.32587212,1.748964443
4.336732013,22,0.398004529,Rural,Free flow,-8.743630713,10.8556527,0.972306139
4.016779167,28,22.79180006,Highway,Moderate,-0.514041191,1.642284686,0.630288172
5.380527948,26,18.44323875,Rural,Free flow,19.10941122,17.76211699,1.144099536
5.094247103,4,63.42701549,Highway,Moderate,10.8518406,16.07319684,1.694158607
3.438832216,3,111.4104853,City,Moderate,4.896439904,8.739046227,1.906970026
3.607923975,25,87.45674388,Highway,Free flow,26.84177298,10.33741332,1.938087415
4.855196055,7,27.49376013,Highway,Free flow,8.753751175,2.601384037,1.125048282
4.757345093,15,3.030547403,Rural,Heavy,17.19995309,6.200391013,1.590067725
4.089633844,25,48.68756316,Rural,Free flow,33.00927217,9.203905288,1.369644148
1.333050586,21,105.9063436,Highway,Heavy,35.00290788,19.41813464,1.98064716
3.827286393,14,94.20653208,City,Heavy,12.19598142,2.219803282,0.222723047
2.598591896,14,57.9182902,City,Moderate,14.92714762,9.671271066,1.616978731
5.86214264,1,87.22584676,Highway,Heavy,28.76488438,6.56370624,0.348332856
4.698189525,27,68.55843019,Rural,Moderate,31.14822601,14.31053471,0.558448761
4.742968619,8,117.157548,Highway,Heavy,16.95418832,7.91351909,1.110723899
0.915042468,26,23.13973989,City,Free flow,29.31840847,18.8356946,0.472887084
2.48277314,8,81.20227601,Highway,Heavy,30.24765448,3.914305025,1.785019434
2.222858665,17,95.69123165,City,Moderate,21.97259616,13.22395083,0.317401643
3.147212527,7,69.54089309,City,Heavy,34.11026567,11.63467006,0.27102018
1.228381437,21,40.32612555,City,Moderate,1.880074947,17.16872134,0.788547776
2.22094954,8,45.70030562,City,Heavy,-5.299222485,19.52238427,0.136197664
1.585501037,18,30.27283553,City,Heavy,15.33722899,6.469329522,1.075804282
3.048140965,24,76.00174202,City,Moderate,20.32738694,0.851617506,0.168540138
5.449315859,9,113.4652275,Highway,Free flow,37.82810621,9.69335331,1.996834231
1.908144461,24,97.198545,Rural,Heavy,20.20954561,7.818231293,0.219225215
2.716336987,4,57.31362837,Rural,Free flow,25.68821339,18.20217276,1.304873202
3.260691515,19,92.17645555,City,Free flow,27.02405425,17.19800122,0.294643751
1.764732682,19,95.47561372,Highway,Free flow,31.62468499,5.782669558,1.13233624
1.482473364,13,74.89949471,Rural,Heavy,13.60386943,13.73721632,1.806351005
4.941993913,16,116.6388118,Rural,Free flow,-2.52077483,9.371797425,0.484553268
1.133886473,6,27.30751934,City,Moderate,17.68103898,2.517788681,0.43993935
3.82625129,15,93.3395975,City,Heavy,27.68928493,11.66031763,1.838277226
4.947307323,23,38.83355613,City,Free flow,29.68561252,14.25450257,1.709147157
0.860426808,21,111.3542706,City,Heavy,19.08022731,1.300539432,0.557828373
1.176723817,22,80.74828322,Rural,Moderate,13.45537788,9.126988297,1.934597951
3.92010685,8,71.82071619,Rural,Free flow,-6.613487851,14.42431378,1.530372209
2.058634082,7,20.45514347,Rural,Free flow,34.94689979,19.54553611,1.620301382
5.930645485,6,16.84352777,City,Moderate,39.29454256,11.83671949,0.508162591
3.710173154,6,77.80035842,Rural,Moderate,-3.404500364,1.549082888,1.122147605
1.490121921,7,56.61366347,City,Free flow,0.868401211,10.84791305,0.603854013
